url,sitemap_url,final_url,http_status,title,meta_description,h1,word_count,canonical,robots_meta,indexable,page_type,notes
"https://www.dimeindustries.us/shop/vapes/collabs","https://dimeindustries.us/shop/vapes/collabs","","","","","","","https://dimeindustries.us/shop/vapes/collabs","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/edibles/signature","https://dimeindustries.us/shop/edibles/signature","","","","","","","https://dimeindustries.us/shop/edibles/signature","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/edibles/live-reserve","https://dimeindustries.us/shop/edibles/live-reserve","","","","","","","https://dimeindustries.us/shop/edibles/live-reserve","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/edibles/balanced","https://dimeindustries.us/shop/edibles/balanced","","","","","","","https://dimeindustries.us/shop/edibles/balanced","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/edibles/rosin","https://dimeindustries.us/shop/edibles/rosin","","0","","","","0","","","false","line","timeout 12000ms"
"https://www.dimeindustries.us/shop/edibles/state-exclusive","https://dimeindustries.us/shop/edibles/state-exclusive","","","","","","","https://dimeindustries.us/shop/edibles/state-exclusive","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/edibles/collabs","https://dimeindustries.us/shop/edibles/collabs","","","","","","","https://dimeindustries.us/shop/edibles/collabs","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/signature","https://dimeindustries.us/shop/prerolls/signature","","","","","","","https://dimeindustries.us/shop/prerolls/signature","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/live-reserve","https://dimeindustries.us/shop/prerolls/live-reserve","","","","","","","https://dimeindustries.us/shop/prerolls/live-reserve","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/balanced","https://dimeindustries.us/shop/prerolls/balanced","","","","","","","https://dimeindustries.us/shop/prerolls/balanced","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/rosin","https://dimeindustries.us/shop/prerolls/rosin","","","","","","","https://dimeindustries.us/shop/prerolls/rosin","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/state-exclusive","https://dimeindustries.us/shop/prerolls/state-exclusive","","","","","","","https://dimeindustries.us/shop/prerolls/state-exclusive","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/prerolls/collabs","https://dimeindustries.us/shop/prerolls/collabs","","","","","","","https://dimeindustries.us/shop/prerolls/collabs","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/signature","https://dimeindustries.us/shop/accessories/signature","","","","","","","https://dimeindustries.us/shop/accessories/signature","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/live-reserve","https://dimeindustries.us/shop/accessories/live-reserve","","","","","","","https://dimeindustries.us/shop/accessories/live-reserve","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/balanced","https://dimeindustries.us/shop/accessories/balanced","","","","","","","https://dimeindustries.us/shop/accessories/balanced","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/rosin","https://dimeindustries.us/shop/accessories/rosin","","","","","","","https://dimeindustries.us/shop/accessories/rosin","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/state-exclusive","https://dimeindustries.us/shop/accessories/state-exclusive","","","","","","","https://dimeindustries.us/shop/accessories/state-exclusive","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/accessories/collabs","https://dimeindustries.us/shop/accessories/collabs","","","","","","","https://dimeindustries.us/shop/accessories/collabs","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/signature","https://dimeindustries.us/shop/bundles/signature","","","","","","","https://dimeindustries.us/shop/bundles/signature","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/live-reserve","https://dimeindustries.us/shop/bundles/live-reserve","","","","","","","https://dimeindustries.us/shop/bundles/live-reserve","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/balanced","https://dimeindustries.us/shop/bundles/balanced","","","","","","","https://dimeindustries.us/shop/bundles/balanced","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/rosin","https://dimeindustries.us/shop/bundles/rosin","","","","","","","https://dimeindustries.us/shop/bundles/rosin","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/state-exclusive","https://dimeindustries.us/shop/bundles/state-exclusive","","","","","","","https://dimeindustries.us/shop/bundles/state-exclusive","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/shop/bundles/collabs","https://dimeindustries.us/shop/bundles/collabs","","","","","","","https://dimeindustries.us/shop/bundles/collabs","","true","line","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/5th-gen-battery","https://dimeindustries.us/product/5th-gen-battery","","","","","","","https://dimeindustries.us/product/5th-gen-battery","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/5th-gen-mini","https://dimeindustries.us/product/5th-gen-mini","","","","","","","https://dimeindustries.us/product/5th-gen-mini","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/afternoon","https://dimeindustries.us/product/afternoon","","","","","","","https://dimeindustries.us/product/afternoon","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/banana-mac","https://dimeindustries.us/product/banana-mac","","","","","","","https://dimeindustries.us/product/banana-mac","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/banana-punch","https://dimeindustries.us/product/banana-punch","","","","","","","https://dimeindustries.us/product/banana-punch","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/berry-white","https://dimeindustries.us/product/berry-white","","","","","","","https://dimeindustries.us/product/berry-white","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/birthday-cake","https://dimeindustries.us/product/birthday-cake","","","","","","","https://dimeindustries.us/product/birthday-cake","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/black-ice","https://dimeindustries.us/product/black-ice","https://www.dimeindustries.us/product/black-ice","200","Black Ice Rosin Vape | DIME","Black Ice","Are you over 21?","211","https://dimeindustries.us/product/black-ice","index, follow","true","product","Age gate H1 visible without age cookie; Canonical uses apex host"
"https://www.dimeindustries.us/product/blackberry-og","https://dimeindustries.us/product/blackberry-og","","","","","","","https://dimeindustries.us/product/blackberry-og","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/blue-raspberry","https://dimeindustries.us/product/blue-raspberry","","","","","","","https://dimeindustries.us/product/blue-raspberry","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/blueberry","https://dimeindustries.us/product/blueberry","","","","","","","https://dimeindustries.us/product/blueberry","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/blueberry-lemon-haze","https://dimeindustries.us/product/blueberry-lemon-haze","","","","","","","https://dimeindustries.us/product/blueberry-lemon-haze","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/bombsicle","https://dimeindustries.us/product/bombsicle","","","","","","","https://dimeindustries.us/product/bombsicle","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/cactus-chill","https://dimeindustries.us/product/cactus-chill","","","","","","","https://dimeindustries.us/product/cactus-chill","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/cantaloupe-dream","https://dimeindustries.us/product/cantaloupe-dream","","","","","","","https://dimeindustries.us/product/cantaloupe-dream","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/chocolope","https://dimeindustries.us/product/chocolope","","","","","","","https://dimeindustries.us/product/chocolope","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/dime-og","https://dimeindustries.us/product/dime-og","","","","","","","https://dimeindustries.us/product/dime-og","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/evening","https://dimeindustries.us/product/evening","","","","","","","https://dimeindustries.us/product/evening","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/forbidden-apple","https://dimeindustries.us/product/forbidden-apple","","","","","","","https://dimeindustries.us/product/forbidden-apple","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/garlic-cookies","https://dimeindustries.us/product/garlic-cookies","","","","","","","https://dimeindustries.us/product/garlic-cookies","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/grape-limeade","https://dimeindustries.us/product/grape-limeade","","","","","","","https://dimeindustries.us/product/grape-limeade","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/grapes-n-cream","https://dimeindustries.us/product/grapes-n-cream","","","","","","","https://dimeindustries.us/product/grapes-n-cream","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/guavalicious","https://dimeindustries.us/product/guavalicious","","","","","","","https://dimeindustries.us/product/guavalicious","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/huckleberry","https://dimeindustries.us/product/huckleberry","","","","","","","https://dimeindustries.us/product/huckleberry","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/huckleberry-jam","https://dimeindustries.us/product/huckleberry-jam","","","","","","","https://dimeindustries.us/product/huckleberry-jam","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/jet-fuel","https://dimeindustries.us/product/jet-fuel","","","","","","","https://dimeindustries.us/product/jet-fuel","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/key-lime-pie","https://dimeindustries.us/product/key-lime-pie","","","","","","","https://dimeindustries.us/product/key-lime-pie","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/king-louis-xiii","https://dimeindustries.us/product/king-louis-xiii","","","","","","","https://dimeindustries.us/product/king-louis-xiii","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/kushmint","https://dimeindustries.us/product/kushmint","","","","","","","https://dimeindustries.us/product/kushmint","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/lemon-pound-cake","https://dimeindustries.us/product/lemon-pound-cake","","","","","","","https://dimeindustries.us/product/lemon-pound-cake","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/lime-sherbanger","https://dimeindustries.us/product/lime-sherbanger","","","","","","","https://dimeindustries.us/product/lime-sherbanger","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/mango-diesel","https://dimeindustries.us/product/mango-diesel","","","","","","","https://dimeindustries.us/product/mango-diesel","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/miami-ice","https://dimeindustries.us/product/miami-ice","","","","","","","https://dimeindustries.us/product/miami-ice","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/mint-og","https://dimeindustries.us/product/mint-og","","","","","","","https://dimeindustries.us/product/mint-og","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/morning","https://dimeindustries.us/product/morning","","","","","","","https://dimeindustries.us/product/morning","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/mowie-wowie","https://dimeindustries.us/product/mowie-wowie","","","","","","","https://dimeindustries.us/product/mowie-wowie","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/papaya","https://dimeindustries.us/product/papaya","","","","","","","https://dimeindustries.us/product/papaya","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/paradise-passion","https://dimeindustries.us/product/paradise-passion","","","","","","","https://dimeindustries.us/product/paradise-passion","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/peach","https://dimeindustries.us/product/peach","","","","","","","https://dimeindustries.us/product/peach","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/peach-ice-t","https://dimeindustries.us/product/peach-ice-t","","","","","","","https://dimeindustries.us/product/peach-ice-t","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/peach-kush","https://dimeindustries.us/product/peach-kush","","","","","","","https://dimeindustries.us/product/peach-kush","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/peach-mojito","https://dimeindustries.us/product/peach-mojito","","","","","","","https://dimeindustries.us/product/peach-mojito","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/pina-colada","https://dimeindustries.us/product/pina-colada","","","","","","","https://dimeindustries.us/product/pina-colada","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/pineapple-kush","https://dimeindustries.us/product/pineapple-kush","","","","","","","https://dimeindustries.us/product/pineapple-kush","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/pink-lemon-haze","https://dimeindustries.us/product/pink-lemon-haze","","","","","","","https://dimeindustries.us/product/pink-lemon-haze","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/pink-rose","https://dimeindustries.us/product/pink-rose","","","","","","","https://dimeindustries.us/product/pink-rose","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/plh","https://dimeindustries.us/product/plh","","","","","","","https://dimeindustries.us/product/plh","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/red-plum","https://dimeindustries.us/product/red-plum","","","","","","","https://dimeindustries.us/product/red-plum","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/royal-pear","https://dimeindustries.us/product/royal-pear","","","","","","","https://dimeindustries.us/product/royal-pear","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/sour-grape","https://dimeindustries.us/product/sour-grape","","","","","","","https://dimeindustries.us/product/sour-grape","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/sour-tangie","https://dimeindustries.us/product/sour-tangie","","","","","","","https://dimeindustries.us/product/sour-tangie","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/strawberry-cough","https://dimeindustries.us/product/strawberry-cough","","","","","","","https://dimeindustries.us/product/strawberry-cough","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/sunset-sherbert","https://dimeindustries.us/product/sunset-sherbert","","","","","","","https://dimeindustries.us/product/sunset-sherbert","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/tropical-kiwi","https://dimeindustries.us/product/tropical-kiwi","","","","","","","https://dimeindustries.us/product/tropical-kiwi","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/tropicali","https://dimeindustries.us/product/tropicali","","","","","","","https://dimeindustries.us/product/tropicali","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/watermelon","https://dimeindustries.us/product/watermelon","","","","","","","https://dimeindustries.us/product/watermelon","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/watermelon-kush","https://dimeindustries.us/product/watermelon-kush","","","","","","","https://dimeindustries.us/product/watermelon-kush","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/watermelon-og","https://dimeindustries.us/product/watermelon-og","","","","","","","https://dimeindustries.us/product/watermelon-og","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/wedding-cake","https://dimeindustries.us/product/wedding-cake","","","","","","","https://dimeindustries.us/product/wedding-cake","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/white-fire-og","https://dimeindustries.us/product/white-fire-og","","","","","","","https://dimeindustries.us/product/white-fire-og","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/whoa-si-whoa","https://dimeindustries.us/product/whoa-si-whoa","","","","","","","https://dimeindustries.us/product/whoa-si-whoa","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/zia-fresca","https://dimeindustries.us/product/zia-fresca","","","","","","","https://dimeindustries.us/product/zia-fresca","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/dimepack-double-ds","https://dimeindustries.us/product/dimepack-double-ds","","","","","","","https://dimeindustries.us/product/dimepack-double-ds","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/live-reserve-trio","https://dimeindustries.us/product/live-reserve-trio","","","","","","","https://dimeindustries.us/product/live-reserve-trio","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/signature-five-pack","https://dimeindustries.us/product/signature-five-pack","","","","","","","https://dimeindustries.us/product/signature-five-pack","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/product/peach-edibles-duo","https://dimeindustries.us/product/peach-edibles-duo","","","","","","","https://dimeindustries.us/product/peach-edibles-duo","","true","product","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/blog/built-to-beat-leaks-the-dime-hardware-story","https://dimeindustries.us/blog/built-to-beat-leaks-the-dime-hardware-story","","","","","","","https://dimeindustries.us/blog/built-to-beat-leaks-the-dime-hardware-story","","true","blog_post","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/blog/dime-prerolls-are-coming-meet-dimepack-double-ds","https://dimeindustries.us/blog/dime-prerolls-are-coming-meet-dimepack-double-ds","","","","","","","https://dimeindustries.us/blog/dime-prerolls-are-coming-meet-dimepack-double-ds","","true","blog_post","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/blog/how-dime-state-exclusives-capture-a-place","https://dimeindustries.us/blog/how-dime-state-exclusives-capture-a-place","","","","","","","https://dimeindustries.us/blog/how-dime-state-exclusives-capture-a-place","","true","blog_post","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/blog/how-we-publish-coas","https://dimeindustries.us/blog/how-we-publish-coas","","","","","","","https://dimeindustries.us/blog/how-we-publish-coas","","true","blog_post","Listed in sitemap; HTML not deep-crawled in this pass"
"https://www.dimeindustries.us/blog/how-many-dimes-in-a-roll","https://dimeindustries.us/blog/how-many-dimes-in-a-roll","https://www.dimeindustries.us/blog/how-many-dimes-in-a-roll","200","How many dimes in a roll? | DIME","A standard U.S. dime roll holds 40 dimes ($4 face value). Here&#x27;s how coin rolls work - plus how to find DIME Industries products nearby.","How many dimes in a roll?","1092","https://dimeindustries.us/blog/how-many-dimes-in-a-roll","index, follow","true","blog_post","Canonical uses apex host"
"https://www.dimeindustries.us/","","","0","","","","0","","","false","homepage","timeout 12000ms"
"https://www.dimeindustries.us/cart","","https://www.dimeindustries.us/cart","200","Cart | DIME","Award-winning cannabis vapes, edibles, and prerolls. Lab-tested. Licensed in California and Massachusetts.","Are you over 21?","208","https://dimeindustries.us/cart","noindex, nofollow","false","marketing","Age gate H1 visible without age cookie; Canonical uses apex host"
